text,rankings,y_true,raw_results
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: paronychia toe
Passage 1: Below is a picture of an infected ingrown toenail (paronychia) This is a bacterial infection which needs medical attention. Aside from the pain factor if left alone the infection can spread. Generally in a healthy individual you will see a reactive cellulitis which is redness in the immediate surrounding area.
Passage 2: A paronychia is an infection of the skin that surrounds a toenail or fingernail. Acute paronychia — This usually appears as a sudden, very painful area of swelling, warmth and redness around a fingernail or toenail, usually after an injury to the area.
Passage 3: laboratory tests of blood and urine can picture and evaluate the health status of any individual there are many reasons which can lead to results outside of the normal rangethese results can help you detect potential problemsaboratory tests of blood and urine can picture and evaluate the health status of any individual there are many reasons which can lead to results outside of the normal range
Passage 4: Why did many republicans criticize the new deal? ChaCha Answer: Many Republicans criticized the New Deal because of the high amount o...
Passage 5: 1 The rise and fall of the voice in speaking: she spoke English with a German intonation. More example sentences. Synonyms. 1  Chinese is a tonal language: words are differentiated not just by sounds but by whether the intonation is rising or falling. 2  Yeah, it's not a question, but rising intonation makes it one. Such features as pitch or intonation, rhythm and tone are the first elements to be distinguishable. 2  Textural clarity requires rhythmic precision, knowing the important line at any point in the score, dead-on intonation, and the ability to sing lightly and incisively at the same time.

## Ranking: 1, 2, 5, 4, 3","[2, 1, 3, 5, 4]","[1, 2, 5, 4, 3]","2, 1, 3, 5, 4"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: use clavamox for dental infection in dogs
Passage 1: Clavamox (amoxicillin/clavulanate) is an antibiotic used to treat penicillin susceptible infections. Clavamox is the first and only potentiated penicillin approved for use in dogs and cats. Clavamox is a combination broad-spectrum oral antibiotic used to treat bacterial infections in cats and dogs.The antibiotic works against a variety of infections in cats and dogs.Benefits of Clavamox: 1  Treats multiple varieties of bacterial infection. 2  Effective against skin and soft-tissue infections, including skin injuries, abscesses, and cellulitis. 3  Effective for persistent pyodermas (inflammatory lesions containing pus).eep this product out of reach of children and animals. Do not use or store in or near open flame or heat. Clavamox is intended to treat bacterial infections in cats and dogs. Do not give to other animals. Not for use in humans.
Passage 2: Electric fencing is the most efficient fence in terms of cost and installation. Technology is constantly changing to make each project easier and easier. The same problems need to be avoided whether we are charging high-tensile, soft smooth wire, or twine fence.
Passage 3: When I try and print it from the PDF it's only one per page. When I print preview in Publisher it shows me two per page, but when I save it as a PDF and email it, it opens as one per page. Thank you, Regan ===============================================.Once the PDF is created...it can only print what is on the page.hen I try and print it from the PDF it's only one per page. When I print preview in Publisher it shows me two per page, but when I save it as a PDF and email it, it opens as one per page. Thank you, Regan. .......Volunteer J-MS-MVP...........
Passage 4: A broad spectrum antibiotic used to treat many infections in dogs and cats. The combination of amoxicillin and clavulanic acid increases its effectiveness against many types of bacteria and is often used in skin and soft tissue infections as well as upper respiratory, bladder and dental infections (dogs).Amoxicillin-clavulanic acid is available in both oral drops and four sizes of tablets.he combination of amoxicillin and clavulanic acid increases its effectiveness against many types of bacteria and is often used in skin and soft tissue infections as well as upper respiratory, bladder and dental infections (dogs). Amoxicillin-clavulanic acid is available in both oral drops and four sizes of tablets.
Passage 5: Should you register for the baby items you'd like to have? In a word, yes. If it seems weird to ask for specific gifts - get over it. Once you've sat through a shower where the mom-to-be opens three monitors, two wipe warmers, a hideous bedding set, and 87 hand-wash-only sweaters, you'll get it. Gift givers come out of nowhere when a baby arrives.

## Ranking: 2, 4, 5, 3, 1","[4, 1, 5, 3, 2]","[2, 4, 5, 3, 1]","4,1,5,3,2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: valium addiction withdrawal symptoms
Passage 1: LuLaRoe may be named for DeAnne’s first 3 granddaughters, but it was her daughter Nicole that inspired this fun direct sales concept. After DeAnne made a skirt at Nicole’s request, her daughter proudly shared it on social media, and before she knew it, DeAnne had 44 orders in hand!
Passage 2: The most commonly reported symptoms of Valium withdrawal are sleep disturbances, depression, and higher sensitivity to the senses. As the central nervous system withdraws from diazepam, the body experiences the sensations of the world more acutely and can cause increased feelings of anxiety and emotional disturbance.
Passage 3: Once an addiction to Valium is developed, the side effects can be very difficult to tolerate. Some of the symptoms experienced include dry retching, psychosis, slurred speech, panic attacks, hallucinations, increased risk of suicide, aggression and impaired coordination.
Passage 4: Valium (diazepam) is a medication belonging to the drug class benzodiazepine. Valium is available as a generic drug. Valium is prescribed for the treatment of anxiety, seizures, muscle spasms, and symptoms of alcohol withdrawal.
Passage 5: Al was specially known for his love of music he was a local singer and song writer. He is preceded in death by his parents and is survived by his only daughter Sherian and husband Mike Cleveland of Gonzales, TX; one brother George Urban of Victoria, TX and two grandchildren Jonathon and Eric Cleveland.

## Ranking: 4, 2, 3, 1, 5","[2, 3, 4, 1, 5]","[4, 2, 3, 1, 5]","2, 3, 4, 1, 5"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is hypoglycaemia
Passage 1: Immunology An immunoglobulin produced by plasma cells, which has a specific amino acid sequence and specifically binds to the antigen(s)–eg, foreign proteins, microbes or toxins, that induced its synthesis; antibodies may bind to closely related antigens.ntibody production, its interaction with a specific antigen, and the activation of complement (C), an interrelated group of eleven proteins, are the major components of the humoral system of immunity.
Passage 2: Hypoglycemia. Also called low blood glucose, a condition that occurs when one's blood glucose is lower than normal, usually below 70 mg/dL. Signs include hunger, nervousness, shakiness, perspiration, dizziness or light-headedness, sleepiness, and confusion.ypoglycemia, also called low blood glucose or low blood sugar, occurs when blood glucose drops below normal levels. Glucose, an important source of energy for the body, comes from food.
Passage 3: Other than getting skin yeast on his penis, men are at significant risk to develop further health problems from yeast. During sex, the male’s urethra is exposed and vulnerable to a urinary tract infection from an infected female. In some cases yeast can travel up the urethral canal and settle in the prostate, bladder and kidneys but this is pretty rare. Men can get skin yeast on their penis and be completely unaware they are infected. This type of male yeast infection can lie dormant because the outside of the skin is about 77 degrees. But once the penis is in the vaginal canal, it can cause a vaginal yeast infection in the woman.
Passage 4: Low blood sugar, also known as hypoglycemia, can be a dangerous condition. Low blood sugar can happen in people with diabetes who take medicines that increase insulin levels in the body.Taking too much medication, skipping meals, eating less than normal, or exercising more than usual can lead to low blood sugar.ow blood sugar, also known as hypoglycemia, can be a dangerous condition. Low blood sugar can happen in people with diabetes who take medicines that increase insulin levels in the body.
Passage 5: Hypoglycaemia, or a hypo, is an abnormally low level of glucose in your blood (less than four millimoles per litre).When your glucose (sugar) level is too low, your body doesn't have enough energy to carry out its activities.Hypoglycaemia is most commonly associated with diabetes, and mainly occurs if someone with diabetes takes too much insulin, misses a meal or exercises too hard.ypoglycaemia, or a hypo, is an abnormally low level of glucose in your blood (less than four millimoles per litre).

## Ranking: 5, 3, 2, 1, 4","[5, 2, 4, 1, 3]","[5, 3, 2, 1, 4]","5, 2, 4, 1, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: paypal credit hours of operation
Passage 1: 1 CA ZIP Code Map. 2  The CA ZIP Code Map shows all 5 digit zip code boundaries for CA using clean, practical map colors and styles. 3  LOS ANGELES County, CA ZIP Code Map. 4  The LOS ANGELES County CA ZIP Code Map shows all 5 digit zip code boundaries for LOS ANGELES County CA.
Passage 2: Some of the non chlorinated vinyls (EVA, PEVA, PVA and PVB) are now beginning to be used as direct substitutes for PVC. EVA has been in use for several years as a chlorine free substitute for PVC – primarily in non building materials like toys and athletic shoes, but occasionally as a protective film or binder.
Passage 3: ReferenceError: Can't find variable: $ phantomjs://webpage.evaluate():2 phantomjs://webpage.evaluate():5 phantomjs://webpage.evaluate():5 ReferenceError: Can't find variable: $ phantomjs://webpage.evaluate():2 phantomjs://webpage.evaluate():5 phantomjs://webpage.evaluate():5 ReferenceError: Can't find variable: $ phantomjs://webpage.evaluate():2 ...
Passage 4: ← 3rd Party Integration. Regarding assistance that’s beyond the scope of Studio Helper, you can reach out to Paypal via the information below. They have a specific requirement regarding the way you contact them in order to keep your account secure. Please find PayPal’s details below: Paypal Customer Service Information.
Passage 5: Written Statement of Disputed PayPal ATM/Debit Card Transactions. To dispute any charges on your debit card, please call us at (866)888-6080 or (402)935-2017, if calling from outside the U.S. or Canada. Our hours of operation are 5:00 AM to 8:00 PM Pacific Time Monday through Friday and 6:00 AM to 6:00 PM Pacific Time Saturday and Sunday. If you prefer, you may complete the form below, print and sign it, and fax it to us at (303)395-2855, or mail it to: PayPal. Attn: PayPal Debit Card Department.

## Ranking: 3, 4, 5, 1, 2","[5, 4, 1, 2, 3]","[3, 4, 5, 1, 2]","5, 4, 1, 2, 3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: medication choices for osteoporosis
Passage 1: Evista (raloxifene), approved by the FDA for the prevention and treatment of osteoporosis for women after menopause, belongs to a class of drugs called selective estrogen receptor modulators (SERMs). Evista has estrogen-like effects on the skeleton, but blocks estrogen effects in the breast and uterus.
Passage 2: David Ross (baseball) David Wade Ross (born March 19, 1977) is an American former professional baseball catcher in Major League Baseball (MLB). Ross played college baseball for Auburn University and the University of Florida, and participated in two College World Series.
Passage 3: What is Osteoporosis: Osteoporosis is the thinning of bone tissue and loss of bone density over time. The following list of medications are in some way related to, or used in the treatment of this condition.
Passage 4: Often defined as serum sodium concentration < 135 mEq/L. [Na+] < 135 mEq/L. 1  Depletional hyponatremia results from body electrolyte losses that are in excess of body water losses3.  Dilutional hyponatremia results from retained water and is often associated with an excessive secretion of vasopressin2,3.
Passage 5: Osteonecrosis of the jaw is a rare side effect that's linked with the use of bisphosphonates, although most frequently with high-dose intravenous bisphosphonate treatment for cancer and not for osteoporosis. In osteonecrosis, the cells in the jaw bone die, which can lead to problems with healing.

## Ranking: 1, 5, 3, 4, 2","[1, 5, 3, 4, 2]","[1, 5, 3, 4, 2]","1, 5, 3, 4, 2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: how to apply for social security death benefits
Passage 1: The lump-sum Social Security death benefit is a one-time payment of $255. If a person is already claiming spousal benefits at the time their spouse dies, that person does not need to submit a separate application for the lump-sum Social Security death benefit. The $255 will automatically be credited.
Passage 2: Step 6: Enjoying green energy air conditioning! With the inverter on and the air conditioning unit powered, I enjoy comfortable air from my battery bank. I included a thermal image of the unit running off ... Most people would like to have their homes cooled by the strength of sunlight which ironically causes heat.
Passage 3: We may pay a lump-sum death benefit of $255 to: 1  A spouse who was living with the deceased person at the time of death; or. 2  A spouse or a child who, in the month of death, is eligible for a Social Security benefit based on the deceased person’s record.
Passage 4: How to Apply For Benefits. If you are not already receiving Social Security benefits, it is important to apply promptly because benefits may be paid from the time you apply, rather than the time the worker died. You can apply by telephone or at any Social Security office. You will need to provide the following information to apply for survivor’s benefits: Proof of death—either from a funeral home or death certificate. The deceased worker’s Social Security number. Your Social Security number.
Passage 5: Medical Staffing Network - Dayton, OH. Registered Nurse (RN). Medical Staffing Network is looking for a Med/Surg, TELE Registered Nurse (RN) to work at a hospital in Dayton, OH. Pay is $40 hourly*....

## Ranking: 2, 5, 3, 1, 4","[4, 1, 3, 2, 5]","[2, 5, 3, 1, 4]","4, 1, 3, 2, 5"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what causes squeaky sound when you turn this steering wheel with all the way?
Passage 1: For retirees with the necessary earned income who want to contribute to an IRA, the question then becomes how much to contribute and to which type of IRA. Earned income means money from a job; investment income doesn’t count.
Passage 2: News from Nowhere. We just launched a clothing line called Ragged Kingdom, with Derek Dunbar who was part of the scene way back when... it's good and simple right now - t-shirts, bags, sweats etc but we have plans! Other texts include Up They Rise, A Brick Will Do The Trick and Ours Is The 21st Century.
Passage 3: 03.04.17: Ragged Kingdom ». We just launched a clothing line called Ragged Kingdom, with Derek Dunbar who was part of the scene way back when... it's good and simple right now - t-shirts, bags, sweats etc but we have plans! Other texts include Up They Rise, A Brick Will Do The Trick and Ours Is The 21st Century.
Passage 4: People with diabetes have an increased risk of these diseases even if their low-density lipoprotein, or LDL (bad) cholesterol, is “normal.” They have an even higher risk if their LDL-cholesterol is elevated. Cardiovascular disease: Damage to the heart and blood vessels.
Passage 5: Fluid may become low because of a leak. You can check under the engine for leaks by looking for red or pink liquid, the typical color of most power steering fluids. Worn Out Belt: Power steering may be affected by a worn belt, causing a squealing noise when the steering wheel is turned. When a belt becomes worn, it can slip, affecting the fluid pressure created by the power steering pump.

## Ranking: 5, 3, 2, 4, 1","[5, 1, 4, 2, 3]","[5, 3, 2, 4, 1]","5,1,4,2,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what does aspirated mean in phonetics
Passage 1: In phonetics, aspiration is the strong burst of breath that accompanies either the release or, in the case of preaspiration, the closure of some obstruents.ne should either feel a puff of air or see a flicker of the candle flame with pin that one does not get with spin. In most dialects of English, the initial consonant is aspirated in pin and unaspirated in spin.
Passage 2: How old do you have to be to take motorcycle driving lessons? To get a permit, you have to be over 16 years old and have a valid drivers license. Can a 15 year old drive a motorcycle in Florida? Yes a 15 year old can be licensed for and drive a motorcycle in  Florida.
Passage 3: The gay community is frequently associated with certain symbols; especially the rainbow or rainbow flags. 1  The Greek lambda symbol (L for liberation), triangles, ribbons, and gender symbols are also used as gay acceptance symbol.
Passage 4: GHFA, as the state allocating agency, is. authorized by the Code to charge a reasonable fee to cover the costs of compliance monitoring. The IRS has issued final regulations, Income Tax Regulation 1.42-5 (1.42-5), relating to the. requirements for compliance monitoring. The purpose of this manual is to set forth the procedures to be followed by DCA and the owners. of tax credit projects in order to comply with the requirements of Section 42.
Passage 5: WVHDF | 2015 and 2016 Tax Credit Manual 2. and fails to address and resolve any acceptance deficiencies prior to the end of the. Threshold Review and Correction Period (as allowed for in the Threshold Review and. Correction Period section of this Manual), the Fund will not accept the property's. Reservation Request.

## Ranking: 1, 3, 5, 2, 4","[1, 5, 4, 3, 2]","[1, 3, 5, 2, 4]","1,5,4,3,2"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: how long to get tetanus shot after injury
Passage 1: Many people experience a reaction to a tetanus shot. The localised area around the injection site can be red and tender to the touch for 2-3 days. It then usually resolves. It … is a very small inconvenience necessary to prevent the onset of tetanus.
Passage 2: How long does it take to show signs of tetanus after being exposed? The incubation period varies from 3–21 days, with an average of eight days. The further the injury site is from the central nervous system, the longer the incubation period. The shorter the incubation period, the higher the risk of death.
Passage 3: ROBLOX.com Customer Service Phone Number. ROBLOX.com customer service phone number to contact helpline dial the helpline given here for technical support. You can make call by ROBLOX.com phone number given below to address your issue and filing up your complaint to ROBLOX.com customer service officer.
Passage 4: The United States Postal Service, however, is a part of the federal government. Therefore, USPS will be closed in observance of Presidents’ Day. Is the post office open on Presidents’ Day? No, the post office is closed on Presidents’ Day. USPS observes Presidents’ Day and all post offices across the country will be closed on February 20. Mail service won’t be active and no letters or packages will be delivered to your home or business through the standard mail.
Passage 5: If you have not had a tetanus shot since 2005 you should get the new Tdap now. Otherwise you should routinely get an update every 10 years. You should get one if you have a … deep cut or puncture wound and it has been more than 5 years since your previous booster. Of note, medicare does not pay for routine tetanus shots.

## Ranking: 3, 1, 5, 4, 2","[5, 2, 1, 4, 3]","[3, 1, 5, 4, 2]","5,2,1,4,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is crest disease
Passage 1: Definition. Limited scleroderma, or CREST syndrome, is one subtype of scleroderma — a condition that literally means hardened skin.. The skin changes associated with limited scleroderma typically occur only in the lower arms and legs and sometimes the face and throat.Limited scleroderma can also affect your digestive tract.efinition. Limited scleroderma, or CREST syndrome, is one subtype of scleroderma — a condition that literally means hardened skin.. The skin changes associated with limited scleroderma typically occur only in the lower arms and legs and sometimes the face and throat.
Passage 2: CREST syndrome: Introduction. CREST syndrome is a type of systemic scleroderma and an ongoing, progressive, autoimmune disease that attacks the connective tissues of the body. CREST syndrome can also affect any part of the body.CREST is an acronym for a group of conditions that are hallmarks of CREST syndrome and affect the skin, muscles, digestive tract and other organs and blood vessels. The exact cause of CREST syndrome is not known, but it is classified as an autoimmune disease.REST is an acronym for a group of conditions that are hallmarks of CREST syndrome and affect the skin, muscles, digestive tract and other organs and blood vessels. The exact cause of CREST syndrome is not known, but it is classified as an autoimmune disease.
Passage 3: The 15 perfect matchings of K 6. 15 is the 4th discrete semiprime (3.5) and the first member of the (3.q) discrete semiprime family. It is thus the first odd discrete semiprime. The number proceeding 15; 14 is itself a discrete semiprime and this is the first such pair of discrete semiprimes.
Passage 4: Work-study checks are paid directly to you via check or direct deposit, and are not applied to your UCSD student account like other financial aid awards. 1  You'll be paid an hourly wage for the number of hours you work. 2  You'll receive your work-study check every other week.
Passage 5: In this article. Some people have a type of scleroderma called CREST syndrome (or limited scleroderma). Unlike other types, which only affect the arms, legs, and face, this kind can involve your digestive tract.While less common, it can also lead to problems with your heart and lungs.n this article. Some people have a type of scleroderma called CREST syndrome (or limited scleroderma). Unlike other types, which only affect the arms, legs, and face, this kind can involve your digestive tract.

## Ranking: 1, 3, 4, 5, 2","[2, 1, 5, 4, 3]","[1, 3, 4, 5, 2]","2,1,5,4,3"
"Given a query and five passages, rank the passages based on how relevant they are to the query. Output only the ranking of the passages in order of relevance, separated by commas.

Query: what is bunion
Passage 1: A bunion is a deformity of the joint connecting the big toe to the foot. It is characterized by medial deviation of the first metatarsal bone and lateral deviation of the hallux (big toe), often erroneously described as an enlargement of bone or tissue around the joint at the bottom of the big toe (known as the metatarsophalangeal joint).
Passage 2: Niobium is used in various superconducting materials. These superconducting alloys, also containing titanium and tin, are widely used in the superconducting magnets of MRI scanners. Other applications of niobium include its use in welding, nuclear industries, electronics, optics, numismatics, and jewelry.
Passage 3: Strawberries are one of the easiest plants to grow in containers. With strawberries you get a plant with pretty foliage, flowers and yummy fruit to snack on! Types of Strawberries. There are three main categories for strawberries: June bearing, Everbearing, and Day-neutral.ou may have to water daily during hot weather; containers dry out faster than soil in the ground. Feed your strawberries every 3-4 weeks with a liquid fertilizer. You can overwinter strawberries.
Passage 4: Niobium has physical and chemical properties similar to those of the element tantalum, and the two are therefore difficult to distinguish. The English chemist Charles Hatchett reported a new element similar to tantalum in 1801 and named it columbium.
Passage 5: Consider what you would like to eat, what you will actually eat on the bike every 30 mins or so, and then read the nutrition labels to figure out what will properly fuel your ride and what won’t. The point of these nutrition-oriented posts is not to provide lists of what to eat and what not to eat.

## Ranking: 1, 5, 3, 2, 4","[1, 5, 3, 4, 2]","[1, 5, 3, 2, 4]","1,5,3,4,2"
